index	video_path	video	question_id	question	answer	options	correct_answer_index	category
1048	friends/video_14.mp4	friends/video_14	1048-1	Why do the toddlers run toward each other with arms outstretched?	To hug each other.	A. To race in a game., B. To play tag outside., C. To show off their toys., D. To hug each other., E. To find their parents.	D	Intent Inference
1048	friends/video_14.mp4	friends/video_14	1048-2	How would the interaction change if they were meeting for the first time?	The toddlers may approach each other more cautiously instead of running for a hug.	A. The toddlers might spend time playing with toys instead of engaging directly., B. They may ignore each other entirely, focusing on their surroundings., C. The toddlers may approach each other more cautiously instead of running for a hug., D. The toddlers could become upset, crying if they feel overwhelmed., E. They might show excitement by jumping up and down in place.	C	Counterfactual Prediction
1049	friends/video_39.mp4	friends/video_39	1049-1	What will the two children likely do after finishing the number path?	Continue playing together.	A. Continue playing together., B. Start arguing over toys., C. Go inside for a snack., D. Watch television quietly., E. Draw pictures in their notebooks.	A	Factual Prediction
1051	friends/video_41.mp4	friends/video_41	1051-1	Why do you think they are in snowsuits?	To stay warm in the cold environment.	A. To look fashionable during winter outings., B. To have fun while building snowmen., C. To protect themselves from falling snowflakes., D. To stay warm in the cold environment., E. To signify that it's time for winter sports.	D	Intent Inference
1051	friends/video_41.mp4	friends/video_41	1051-2	What might happen if one person pushes another down?	They may shove each other.	A. The pushed person will get up calmly., B. They will call for help immediately., C. One person will walk away quietly., D. They may shove each other., E. They may start laughing together.	D	Counterfactual Prediction
1051	friends/video_41.mp4	friends/video_41	1051-3	What happens in video recordings of adorable human infants?	They share cute and loving hugs.	A. They cry and fuss a lot., B. They share cute and loving hugs., C. They explore their surroundings with curiosity., D. They sleep soundly for long periods., E. They laugh at funny faces made by adults.	B	Environment Perception
1051	friends/video_41.mp4	friends/video_41	1051-4	What is the emotional tone conveyed by the music?	Upbeat.	A. Melancholic., B. Angry., C. Upbeat., D. Nostalgic., E. Tension-filled.	C	Emotion Inference
1051	friends/video_41.mp4	friends/video_41	1051-5	If the individuals disliked each other, how might their body language differ?	They would avoid physical contact.	A. They would engage in prolonged eye contact., B. They might lean towards each other., C. They would avoid physical contact., D. They would share personal space comfortably., E. They might smile and laugh together.	C	Attitude Inference
1052	friends/video_42.mp4	friends/video_42	1052-1	Why might the woman be holding the baby near the coffee machine?	To involve the baby in her morning routine.	A. To keep the baby warm near the heat source., B. To distract the baby while she prepares coffee., C. To show the baby how to operate the coffee machine., D. To involve the baby in her morning routine., E. To take a photo of them both by the machine.	D	Intent Inference
1052	friends/video_42.mp4	friends/video_42	1052-2	Which kind of relationship plays a dominant role in this video?	friends	A. couple, B. teacher-student, C. transactional, D. boss-employee, E. coach-player, F. colleagues, G. sibling, H. sports teammates, I. friends, J. parent-child, K. service, L. caregiver-recipient, M. classmates, N. grandparent-child	I	Relation Inference
1053	friends/video_17.mp4	friends/video_17	1053-1	What will they likely do after recording the video?	Continue exploring the theme park.	A. Continue exploring the theme park., B. Review the footage for editing purposes., C. Head back to their hotel room for rest., D. Search for a nearby restaurant to eat., E. Plan the next day's itinerary for travel.	A	Factual Prediction
1053	friends/video_17.mp4	friends/video_17	1053-2	Which kind of relationship plays a dominant role in this video?	friends	A. teacher-student, B. coach-player, C. parent-child, D. service, E. friends, F. transactional, G. caregiver-recipient, H. boss-employee, I. classmates, J. couple, K. colleagues, L. grandparent-child, M. sports teammates, N. sibling	E	Relation Inference
1054	friends/video_101.mp4	friends/video_101	1054-1	If the first individual was upset, how would that change her ascending the stairs?	She would not be smiling.	A. She would be moving slowly., B. She would be humming a tune., C. She would not be smiling., D. She would be chatting with a friend., E. She would be carrying a heavy bag.	C	Counterfactual Prediction
1054	friends/video_101.mp4	friends/video_101	1054-2	What is their level of recognition for this job?	High recognition	A. Low recognition, B. Moderate recognition, C. High recognition, D. No recognition, E. Complete rejection	C	Emotion Inference
1054	friends/video_101.mp4	friends/video_101	1054-3	What will likely happen after all the individuals are on the couch?	They will likely engage in a conversation.	A. They will likely begin to snack., B. They will likely start watching television., C. They will likely start working., D. They will likely engage in a conversation., E. They will likely take a nap.	D	Factual Prediction
1055	friends/video_146.mp4	friends/video_146	1055-1	Why does the third person enter the apartment?	It is raining.	A. It is raining., B. The landlord is coming by., C. There is a strange noise outside., D. They forgot their keys in the car., E. A neighbor asked for help.	A	Intent Inference
1055	friends/video_146.mp4	friends/video_146	1055-2	What will the first and third persons do next?	They are going to walk in the rain.	A. They are planning to cook dinner together., B. They will head to the cinema to watch a movie., C. They intend to play a board game at home., D. They are going to walk in the rain., E. They are deciding to go shopping at the mall.	D	Human Attribute Identification
1055	friends/video_146.mp4	friends/video_146	1055-3	How would their tone be if their relationship weren't so good?	They would be more serious.	A. They would be more cheerful., B. They would be more sarcastic., C. They would be more serious., D. They would be more indifferent., E. They would be more formal.	C	Counterfactual Prediction
1055	friends/video_146.mp4	friends/video_146	1055-4	What is the first woman's body language when she is trying to convince the man of the thing she knows?	She is sitting at the table.	A. She is looking away from him., B. She is sitting at the table., C. She is walking to the door., D. She is crossing her arms tightly., E. She is laughing loudly at his jokes.	B	Emotion Inference
1056	friends/video_119.mp4	friends/video_119	1056-1	Which kind of relationship plays a dominant role in this video?	friends	A. parent-child, B. service, C. friends, D. transactional, E. teacher-student, F. colleagues, G. grandparent-child, H. boss-employee, I. couple, J. sibling, K. classmates, L. caregiver-recipient, M. coach-player, N. teammates	C	Relation Inference
1057	friends/video_19.mp4	friends/video_19	1057-1	Why are the women smiling throughout the video?	They are enjoying themselves.	A. They are rehearsing for a performance., B. They are enjoying themselves., C. They are discussing serious topics., D. They are competing in a game., E. They are waiting for someone to arrive.	B	Intent Inference
1057	friends/video_19.mp4	friends/video_19	1057-2	How would the dance differ if the individuals disliked each other?	It would lack synchronicity and enthusiasm.	A. It would lack synchronicity and enthusiasm., B. It would be filled with awkward pauses and tension., C. The movements would be overly dramatic and exaggerated., D. It would resemble a chaotic struggle rather than a dance., E. The performance would be dull and lifeless without coordination.	A	Counterfactual Prediction
1057	friends/video_19.mp4	friends/video_19	1057-3	What seems to be the relationship between the three people in the video?	The three people appear to be good friends.	A. The three people seem to be colleagues., B. The three people appear to be good friends., C. The three people look like distant relatives., D. The three people are likely acquaintances., E. The three people appear to be siblings.	B	Factual Prediction
1057	friends/video_19.mp4	friends/video_19	1057-4	What do they want to express by dancing this dance?	Joy	A. Sadness, B. Anger, C. Surprise, D. Fear, E. Joy	E	Emotion Inference
1057	friends/video_19.mp4	friends/video_19	1057-5	Describe the setting of the video.	A well-lit living room with a couch, TV, and chandelier.	A. A dimly lit forest with tall trees, wildlife, and a small creek., B. A vibrant marketplace filled with colorful stalls, vendors, and bustling crowds., C. A serene beach with golden sand, palm trees, and gentle waves., D. A busy urban street with skyscrapers, pedestrians, and honking cars., E. A well-lit living room with a couch, TV, and chandelier.	E	Environment Perception
1057	friends/video_19.mp4	friends/video_19	1057-6	What non-verbal behavior follows the initial dance step?	They link arms and spin in a circle.	A. They clap their hands in rhythm., B. They take a step back and bow., C. They jump up and down joyfully., D. They link arms and spin in a circle., E. They sit down and share snacks.	D	Attitude Inference
1057	friends/video_19.mp4	friends/video_19	1057-7	Which kind of relationship plays a dominant role in this video?	friends	A. couple, B. friends, C. sibling, D. teacher-student, E. colleagues, F. transactional, G. parent-child, H. classmates, I. coach-player, J. sports teammates, K. boss-employee, L. caregiver-recipient, M. grandparent-child, N. service	B	Relation Inference
1058	friends/video_127.mp4	friends/video_127	1058-1	What type of scenery is the person in the video looking at?	The ocean	A. A mountain, B. A city skyline, C. The ocean, D. A forest, E. A desert	C	Human Attribute Identification
1058	friends/video_127.mp4	friends/video_127	1058-2	Why do the individuals stand side by side?	They are enjoying the view.	A. They are waiting for a bus., B. They share a common interest., C. They belong to different teams., D. They are playing a game., E. They are enjoying the view.	E	Intent Inference
1059	friends/video_133.mp4	friends/video_133	1059-1	If the people were strangers, how might the interaction change?	They would not hug.	A. They would shake hands instead., B. They would avoid eye contact., C. They would engage in small talk., D. They would not hug., E. They would simply nod at each other.	D	Factual Prediction
1059	friends/video_133.mp4	friends/video_133	1059-2	Which kind of relationship plays a dominant role in this video?	friends	A. sports teammates, B. service, C. friends, D. transactional, E. sibling, F. couple, G. classmates, H. parent-child, I. coach-player, J. caregiver-recipient, K. boss-employee, L. grandparent-child, M. colleagues, N. teacher-student	C	Relation Inference
1060	friends/video_149.mp4	friends/video_149	1060-1	Why do you think the individuals are hugging each other?	To show support for each other.	A. To celebrate a recent achievement., B. To show support for each other., C. To express their anger towards one another., D. To engage in a friendly competition., E. To demonstrate a disagreement on an issue.	B	Intent Inference
1060	friends/video_149.mp4	friends/video_149	1060-2	What activity might the individuals engage in after this scene?	Watch the sunset.	A. Go for a swim., B. Watch the sunset., C. Cook a meal together., D. Read a book on the couch., E. Play a game of soccer.	B	Emotion Inference
1060	friends/video_149.mp4	friends/video_149	1060-3	What are the three people in the video doing?	Hugging each other while enjoying the view	A. Playing a game together, B. Cooking a meal, C. Hugging each other while enjoying the view, D. Dancing to music, E. Reading books	C	Action Recognition
1060	friends/video_149.mp4	friends/video_149	1060-4	What would happen if their relationship weren't as close?	They might not embrace each other.	A. They could become better friends., B. They may still hang out together., C. They might argue more often., D. They could feel indifferent towards each other., E. They might not embrace each other.	E	Counterfactual Prediction
1060	friends/video_149.mp4	friends/video_149	1060-5	What natural features are visible in the background of the video?	Mountains and forest.	A. Deserts and canyons., B. Mountains and forest., C. Lakes and beaches., D. Cities and skyscrapers., E. Fields and meadows.	B	Factual Prediction
1060	friends/video_149.mp4	friends/video_149	1060-6	How would you characterize the overall tone of the music in the video?	Relaxing.	A. Relaxing., B. Aggressive., C. Chaotic., D. Somber., E. Uplifting.	A	Counterfactual Prediction
1060	friends/video_149.mp4	friends/video_149	1060-7	Which kind of relationship plays a dominant role in this video?	friends	A. classmates, B. transactional, C. sports teammates, D. grandparent-child, E. friends, F. teacher-student, G. sibling, H. caregiver-recipient, I. boss-employee, J. colleagues, K. couple, L. service, M. parent-child, N. coach-player	E	Relation Inference
1061	friends/video_143.mp4	friends/video_143	1061-1	Where was the video filmed?	On a street under the night sky	A. In a crowded mall, B. Inside a cozy café, C. At a beach during sunset, D. In a park during the day, E. On a street under the night sky	E	Environment Perception
1061	friends/video_143.mp4	friends/video_143	1061-2	Is it right for girls to drink on the street?	As a normal person, no one wants to see girls behave so recklessly.	A. It's acceptable as long as they are of legal age., B. Different cultures have different views on this., C. As long as they are responsible, it's fine., D. It depends on the context of the situation., E. As a normal person, no one wants to see girls behave so recklessly.	E	Emotion Inference
1061	friends/video_143.mp4	friends/video_143	1061-3	What object is one of the women holding to her mouth?	A bottle.	A. A book., B. A flower., C. A bottle., D. A spoon., E. A hat.	C	Factual Prediction
1061	friends/video_143.mp4	friends/video_143	1061-4	What is the emotional tone conveyed by the song?	Joyful and carefree.	A. Angry and rebellious., B. Joyful and carefree., C. Mysterious and eerie., D. Nostalgic and sentimental., E. Playful and whimsical.	B	Emotion Inference
1062	friends/video_84.mp4	friends/video_84	1062-1	After finishing the group photo, what are the group members most likely to do?	Leave the fountain area.	A. Start a scavenger hunt nearby., B. Sing a song together in celebration., C. Take individual portraits by the trees., D. Order refreshments from a nearby café., E. Leave the fountain area.	E	Factual Prediction
1062	friends/video_84.mp4	friends/video_84	1062-2	What will they do after filming is complete?	They will go back to their room to take a shower and change clothes.	A. They will go out for dinner together., B. They will start editing the footage right away., C. They will relax by the pool for a while., D. They will go back to their room to take a shower and change clothes., E. They will have a meeting to discuss the next scene.	D	Factual Prediction
1062	friends/video_84.mp4	friends/video_84	1062-3	What is the facial expression of the man who fell into the pool while sitting on the edge?	Playful and surprised	A. Angry and frustrated, B. Playful and surprised, C. Calm and indifferent, D. Sad and disappointed, E. Confused and scared	B	Facial Expression Recognition
1062	friends/video_84.mp4	friends/video_84	1062-4	If the participants in the video were strangers instead of friends, how would their interaction in the fountain likely differ?	There would be no interaction.	A. They would awkwardly avoid eye contact., B. They would actively compete for space., C. There would be no interaction., D. There would be a lot of shouting and chaos., E. They would form organized groups for games.	C	Counterfactual Prediction
1062	friends/video_84.mp4	friends/video_84	1062-5	What is the level of physical engagement between the participants during the fountain scene?	High.	A. High., B. Minimal, C. Moderate, D. Low, E. Negligible	A	Attitude Inference
1062	friends/video_84.mp4	friends/video_84	1062-6	Why do the people in the video end up together on the couch?	They want to take a group photo.	A. They appear to be watching a movie together., B. They want to take a group photo., C. They are discussing their favorite books., D. They gathered to play a board game., E. They are sharing snacks and drinks.	B	Intent Inference
1062	friends/video_84.mp4	friends/video_84	1062-7	Which kind of relationship plays a dominant role in this video?	friends	A. colleagues, B. service, C. parent-child, D. couple, E. boss-employee, F. coach-player, G. teacher-student, H. sports teammates, I. caregiver-recipient, J. transactional, K. classmates, L. grandparent-child, M. friends, N. sibling	M	Relation Inference
1063	friends/video_106.mp4	friends/video_106	1063-1	How would the dance change if the individuals disliked each other?	It would be less energetic.	A. It would include more complex moves., B. It would be more synchronized and precise., C. It would feature elaborate costumes and props., D. It would be less energetic., E. It would involve playful interactions and laughter.	D	Counterfactual Prediction
1063	friends/video_106.mp4	friends/video_106	1063-2	Which kind of relationship plays a dominant role in this video?	friends	A. service, B. teacher-student, C. sibling, D. transactional, E. boss-employee, F. caregiver-recipient, G. parent-child, H. classmates, I. colleagues, J. couple, K. coach-player, L. grandparent-child, M. friends, N. teammates	M	Relation Inference
1064	friends/video_108.mp4	friends/video_108	1064-1	Why are the people in the video embracing?	They are happy to see each other.	A. They are saying goodbye to one another., B. They are celebrating a recent achievement., C. They are happy to see each other., D. They are preparing for a group photo., E. They are engaged in a dance routine.	C	Intent Inference
1064	friends/video_108.mp4	friends/video_108	1064-2	Will it feel awkward?	Definitely, but body language can alleviate the awkwardness.	A. Definitely, but body language can alleviate the awkwardness., B. It won't feel awkward at all., C. It might feel a little awkward, but not much., D. Only some people might feel awkward., E. It usually gets easier over time.	A	Emotion Inference
1064	friends/video_108.mp4	friends/video_108	1064-3	Why do the people in the video spin around when they meet?	They are expressing their excitement through movement.	A. They are practicing a dance routine., B. They are trying to confuse each other., C. They are expressing their excitement through movement., D. They are celebrating their meeting., E. They are engaging in a traditional greeting ritual.	C	Intent Inference
1064	friends/video_108.mp4	friends/video_108	1064-4	Which kind of relationship plays a dominant role in this video?	friends	A. service, B. transactional, C. colleagues, D. grandparent-child, E. classmates, F. sibling, G. parent-child, H. sports teammates, I. friends, J. teacher-student, K. coach-player, L. boss-employee, M. couple, N. caregiver-recipient	I	Relation Inference
1065	friends/video_109.mp4	friends/video_109	1065-1	Why are the two people embracing?	To express affection and closeness.	A. To prepare for a dance performance., B. To exchange a business deal., C. To express affection and closeness., D. To celebrate a sports victory., E. To finalize a travel itinerary.	C	Intent Inference
1066	friends/video_145.mp4	friends/video_145	1066-1	Why do both sets of women appear close in the mirror selfies?	They feel affectionate for each other.	A. They feel affectionate for each other., B. They are posing for a fun photoshoot., C. They want to showcase their outfits together., D. They are trying to hide their insecurities., E. They are in a competitive mood for likes.	A	Intent Inference
1066	friends/video_145.mp4	friends/video_145	1066-2	Which kind of relationship plays a dominant role in this video?	friends	A. teacher-student, B. grandparent-child, C. friends, D. colleagues, E. classmates, F. service, G. sibling, H. parent-child, I. sports teammates, J. boss-employee, K. transactional, L. couple, M. caregiver-recipient, N. coach-player	C	Relation Inference
1067	friends/video_111.mp4	friends/video_111	1067-1	Q: What are issues related to communication and division of labor?	A: Inefficiency arises when team members have differing understandings of goals or when task assignments are unclear.	A. A: Inefficiency arises when team members have differing understandings of goals or when task assignments are unclear., B. A: Team productivity improves when roles are clearly defined and all members understand the objectives., C. A: Effective communication reduces misunderstandings and promotes better teamwork., D. A: Challenges occur when there is too much redundancy in task assignments among team members., E. A: Team performance suffers due to lack of resources and insufficient training.	A	Emotion Inference
1067	friends/video_111.mp4	friends/video_111	1067-2	Why do the background members react to the main performer?	They want to show support and enthusiasm for the recording.	A. They are attempting to distract the audience from the performance., B. They are following specific choreography to enhance the visual appeal., C. They want to show support and enthusiasm for the recording., D. They are waiting for their turn to perform in the spotlight., E. They are discussing their own upcoming projects instead of focusing on the recording.	C	Intent Inference
1067	friends/video_111.mp4	friends/video_111	1067-3	Which kind of relationship plays a dominant role in this video?	friends	A. colleagues, B. sibling, C. parent-child, D. friends, E. grandparent-child, F. caregiver-recipient, G. transactional, H. classmates, I. coach-player, J. teacher-student, K. sports teammates, L. service, M. boss-employee, N. couple	D	Relation Inference
1068	friends/video_72.mp4	friends/video_72	1068-1	Why does the person in the gray blazer initially participate in the group vocalizations and then stop?	He seems to lose interest or run out of ideas.	A. He seems to lose interest or run out of ideas., B. He might be distracted by his phone notifications., C. She could be feeling unwell or tired., D. They appear to be focused on a different conversation., E. He is likely waiting for his turn to speak.	A	Intent Inference
1068	friends/video_72.mp4	friends/video_72	1068-2	Why does the person in the gray blazer stop the others?	The song has ended.	A. The lights dimmed suddenly., B. The song has ended., C. He needs to make an important announcement., D. The coffee is ready for everyone., E. Someone has lost their keys.	B	Counterfactual Prediction
1068	friends/video_72.mp4	friends/video_72	1068-3	Where do they do their creative work?	Café	A. Library, B. Office, C. Park, D. Café, E. Home	D	Environment Perception
1068	friends/video_72.mp4	friends/video_72	1068-4	Will the group continue to make music together in the future?	Maybe, but probably not at that moment.	A. Maybe, but probably not at that moment., B. Definitely, they are planning a tour soon., C. It seems unlikely, as they are pursuing solo careers., D. Absolutely, they have new songs in the works., E. Yes, they are excited to collaborate again next year.	A	Factual Prediction
1068	friends/video_72.mp4	friends/video_72	1068-5	Which kind of relationship plays a dominant role in this video?	friends	A. friends, B. colleagues, C. coach-player, D. service, E. sports teammates, F. caregiver-recipient, G. teacher-student, H. grandparent-child, I. transactional, J. parent-child, K. boss-employee, L. classmates, M. couple, N. sibling	A	Relation Inference
1069	friends/video_113.mp4	friends/video_113	1069-1	Why does the man shout 'Danger'?	To imitate a movie scene.	A. To get the attention of a lost child., B. To warn others about a wild animal nearby., C. To signal for help during an emergency., D. To imitate a movie scene., E. To express excitement during a sports event.	D	Environment Perception
1069	friends/video_113.mp4	friends/video_113	1069-2	What does the woman's action at the end of the video represent?	Sarcasm	A. Joy, B. Sadness, C. Frustration, D. Sarcasm, E. Indifference	D	Action Recognition
1069	friends/video_113.mp4	friends/video_113	1069-3	How would the interaction change if the man did not react as the women enter the room?	They would be confused.	A. They might feel ignored., B. They could become more excited., C. They would likely laugh together., D. They would be confused., E. They may decide to leave.	D	Counterfactual Prediction
1070	friends/video_114.mp4	friends/video_114	1070-1	Why are the individuals performing a synchronized kick?	To demonstrate their unity.	A. To express their creativity., B. To compete against each other., C. To showcase their athletic skills., D. To entertain the audience., E. To demonstrate their unity.	E	Intent Inference
1071	friends/video_135.mp4	friends/video_135	1071-1	Why is the woman with long blond hair apprehensive when the phone rings?	She anticipates an unwanted call.	A. She anticipates an unwanted call., B. She hopes for an unexpected surprise., C. She prepares for an important job interview., D. She is excited about catching up with a friend., E. She thinks it might be a telemarketing offer.	A	Intent Inference
1071	friends/video_135.mp4	friends/video_135	1071-2	What are the behaviors of these two women like?	Not very good.	A. Not very good., B. Quite commendable., C. Very positive., D. Somewhat acceptable., E. Perfectly fine.	A	Emotion Inference
1071	friends/video_135.mp4	friends/video_135	1071-3	What emotion does the woman with dark hair express when she hears who is on the answering machine?	Surprise	A. Joy, B. Surprise, C. Indifference, D. Dread., E. Anger	B	Emotion Inference
1071	friends/video_135.mp4	friends/video_135	1071-4	What action does the man do after putting the phone on his shoulder?	He takes a deep breath.	A. He shakes his head in disbelief., B. He takes a deep breath., C. He walks away without saying a word., D. He starts clapping his hands excitedly., E. He punches his fist in the air.	B	Action Recognition
1071	friends/video_135.mp4	friends/video_135	1071-5	Why did the man pick up the phone if they were letting the machine get it?	To avoid missing an important call.	A. To check the time on the caller ID., B. To trick the caller., C. To silence the ringer for a moment., D. To ask someone else to answer it., E. To avoid missing an important call.	E	Intent Inference
1071	friends/video_135.mp4	friends/video_135	1071-6	How would the interaction change if the two women were dating the man answering the phone?	The two women would have likely teamed up against him.	A. The two women would have been more supportive., B. The two women would have been less civil., C. The two women would have ignored him entirely., D. The two women would have become more competitive., E. The two women would have likely teamed up against him.	E	Counterfactual Prediction
1072	friends/video_115.mp4	friends/video_115	1072-1	Which kind of relationship plays a dominant role in this video?	friends	A. boss-employee, B. couple, C. grandparent-child, D. sports teammates, E. sibling, F. transactional, G. classmates, H. service, I. teacher-student, J. coach-player, K. caregiver-recipient, L. friends, M. colleagues, N. parent-child	L	Relation Inference
1073	friends/video_13.mp4	friends/video_13	1073-1	Why is the red X displayed in the first scene?	To indicate the concept of separation or being apart.	A. To symbolize danger or a warning sign., B. To represent unity or coming together., C. To indicate the concept of separation or being apart., D. To highlight an area of interest or focus., E. To suggest a path or direction to follow.	C	Intent Inference
1073	friends/video_13.mp4	friends/video_13	1073-2	Given the visual narrative of strengthening bonds, what is likely to be featured in the subsequent scenes?	Potentially scenes of shared experiences or activities strengthening bonds.	A. Possibly moments of conflict or disagreement highlighting tension., B. Scenes showcasing individual pursuits that emphasize independence., C. Imagery depicting distant relationships lacking interaction., D. Potentially scenes of shared experiences or activities strengthening bonds., E. Visuals of solitary activities that detract from connection.	D	Factual Prediction
1073	friends/video_13.mp4	friends/video_13	1073-3	Which kind of relationship plays a dominant role in this video?	friends	A. sibling, B. colleagues, C. service, D. teacher-student, E. couple, F. grandparent-child, G. caregiver-recipient, H. parent-child, I. friends, J. classmates, K. transactional, L. sports teammates, M. coach-player, N. boss-employee	I	Relation Inference
1075	friends/video_121.mp4	friends/video_121	1075-1	What will the people likely do next?	They will continue celebrating.	A. They will start cleaning up., B. They will leave the venue., C. They will begin to argue., D. They will sit down to eat., E. They will continue celebrating.	E	Factual Prediction
1075	friends/video_121.mp4	friends/video_121	1075-2	Which kind of relationship plays a dominant role in this video?	friends	A. caregiver-recipient, B. sports teammates, C. sibling, D. service, E. boss-employee, F. teacher-student, G. couple, H. classmates, I. friends, J. colleagues, K. transactional, L. parent-child, M. coach-player, N. grandparent-child	I	Relation Inference
1076	friends/video_79.mp4	friends/video_79	1076-1	What will happen at the end of the song?	They will stop dancing.	A. They will start singing., B. They will leave the venue., C. They will stop dancing., D. They will switch to a different song., E. They will applaud the musicians.	C	Factual Prediction
1076	friends/video_79.mp4	friends/video_79	1076-2	What time of day does it appear to be in the video?	Dusk in the evening	A. Dusk in the evening, B. Morning, C. Noon, D. Late afternoon, E. Midnight	A	Attitude Inference
1076	friends/video_79.mp4	friends/video_79	1076-3	How do the girls feel when they dance?	They are very happy, excited, and truly enjoying it.	A. They feel tired and bored., B. They are anxious and worried., C. They are indifferent and distracted., D. They feel frustrated and uncomfortable., E. They are very happy, excited, and truly enjoying it.	E	Emotion Inference
1076	friends/video_79.mp4	friends/video_79	1076-4	Why are the individuals performing coordinated movements?	To create a dance routine.	A. To win a competitive sporting event., B. To practice for a theatrical performance., C. To create a dance routine., D. To train for a military exercise., E. To enhance their physical fitness.	C	Intent Inference
1077	friends/video_122.mp4	friends/video_122	1077-1	How might the interactions change if the individuals disliked each other?	The interactions would be distant.	A. The interactions would be engaging., B. The interactions would be loud., C. The interactions would be playful., D. The interactions would be frequent., E. The interactions would be distant.	E	Emotion Inference
1078	friends/video_90.mp4	friends/video_90	1078-1	What kind of relationship is expressed in the video?	The relationship between a boyfriend and girlfriend	A. The bond between friends, B. The relationship between a boyfriend and girlfriend, C. The relationship between parents and children, D. The dynamics of a workplace friendship, E. The connection among siblings	B	Emotion Inference
1078	friends/video_90.mp4	friends/video_90	1078-2	If the video focused on a bustling marketplace instead of a quiet city street, how might the message of friendship be interpreted?	Friendship would be portrayed as a fleeting notion amidst busyness.	A. Friendship would feel overshadowed by the noise and chaos., B. Friendship would appear less important in a crowded setting., C. Friendship would be portrayed as a fleeting notion amidst busyness., D. Friendship would be seen as more hectic and active., E. Friendship would seem secondary to the vibrant market interactions.	C	Attitude Inference
1078	friends/video_90.mp4	friends/video_90	1078-3	Which kind of relationship plays a dominant role in this video?	friends	A. boss-employee, B. teacher-student, C. sibling, D. grandparent-child, E. transactional, F. sports teammates, G. parent-child, H. service, I. coach-player, J. caregiver-recipient, K. colleagues, L. classmates, M. friends, N. couple	M	Relation Inference
1079	friends/video_18.mp4	friends/video_18	1079-1	Why do you think the individuals are showing off the backs of their phones?	To highlight a shared interest or connection through their devices.	A. To display the brand of the phone they own., B. To distract others during a conversation., C. To highlight a shared interest or connection through their devices., D. To protect their screens from scratches., E. To compare the sizes of the devices they carry.	C	Intent Inference
1079	friends/video_18.mp4	friends/video_18	1079-2	Why does the video show the individuals bumping shoes together?	To depict a playful interaction.	A. To signify a formal agreement., B. To showcase the latest shoe fashion., C. To depict a playful interaction., D. To highlight a competitive activity., E. To represent a cultural tradition.	C	Intent Inference
1080	friends/video_91.mp4	friends/video_91	1080-1	What is likely to happen if one of the individuals faces a personal crisis, based on their interactions?	The other will offer support and comfort.	A. The other will distance themselves and avoid confrontation., B. They will engage in a heated argument about their differences., C. One will disregard the feelings of the other entirely., D. The conversation will turn into a light-hearted joke about the situation., E. The other will offer support and comfort.	E	Action Recognition
1080	friends/video_91.mp4	friends/video_91	1080-2	Which kind of relationship plays a dominant role in this video?	friends	A. caregiver-recipient, B. transactional, C. grandparent-child, D. couple, E. service, F. sports teammates, G. colleagues, H. teacher-student, I. classmates, J. coach-player, K. sibling, L. parent-child, M. friends, N. boss-employee	M	Relation Inference
1081	friends/video_125.mp4	friends/video_125	1081-1	Why does the person in the jacket and tie smile in one of the clips?	The person is being complimented on their hair.	A. The person is discussing their favorite sports team., B. The person is being complimented on their hair., C. The person just received an invitation to a party., D. The person is reminiscing about a childhood memory., E. The person is reacting to a funny joke.	B	Facial Expression Recognition
1081	friends/video_125.mp4	friends/video_125	1081-2	What will happen after the person's hair is touched up by someone else?	The person will continue with the filming.	A. The person will take a break and relax., B. The person will continue with the filming., C. The person will leave the set to eat lunch., D. The person will change outfits for the next scene., E. The person will have a conversation with the director.	B	Emotion Inference
1081	friends/video_125.mp4	friends/video_125	1081-3	Would smoother and cooler transitions in videos make the viewing experience more enjoyable for viewers?	Dynamic background music combined with eye-catching transitions can create a striking effect.	A. Long, drawn-out transitions may leave viewers feeling bored., B. Dynamic background music combined with eye-catching transitions can create a striking effect., C. Simple transitions are suitable for serious topics and do not need effects., D. Fast transitions can confuse viewers and detract from their experience., E. Loud sounds without visual transitions can often overwhelm the audience.	B	Emotion Inference
1081	friends/video_125.mp4	friends/video_125	1081-4	What is the expression when smoking in the second scene?	A tense, embarrassed expression.	A. A relaxed, confident smile., B. A surprised, wide-eyed look., C. A tense, embarrassed expression., D. A contemplative, serious expression., E. A jovial, carefree demeanor.	C	Facial Expression Recognition
1081	friends/video_125.mp4	friends/video_125	1081-5	What is the setting of the clip where the person is outdoors wearing a coat and sunglasses?	An outdoor, sunny area near some greenery.	A. A crowded indoor marketplace filled with people., B. A dark and stormy beach with crashing waves., C. A quiet library filled with books and study desks., D. An urban rooftop garden covered in snow., E. An outdoor, sunny area near some greenery.	E	Environment Perception
1081	friends/video_125.mp4	friends/video_125	1081-6	What is the general tone of the music playing in the video?	Intense.	A. Upbeat., B. Melancholic., C. Calm., D. Dissonant., E. Intense.	E	Factual Prediction
1082	friends/video_63.mp4	friends/video_63	1082-1	What could be the reason that the men are laughing in the video?	Because of a joke or something funny happening.	A. During a celebration or event taking place., B. Because of a joke or something funny happening., C. Due to an argument or disagreement among them., D. While watching a serious documentary or news report., E. As a response to a sad or distressing situation.	B	Factual Prediction
